year	clipa	grid	dev_desc	species	strainname	nostocked	yreq	events
2005	4	1026	Yearling	lake trout	Michipicoten	38074	38074	1
2005	4	1031	Yearling	lake trout	Michipicoten	72496	72496	2
2005	4	1244	Yearling	lake trout	Big Sound	43646	43646	2
2005	4	1246	Yearling	lake trout	Big Sound	36489	36489	2
2005	4	1330	Yearling	lake trout	Michipicoten	40740	40740	1
2005	4	1331	Yearling	lake trout	Michipicoten	208312	208312	4
2005	4	1535	Yearling	lake trout	Slate Island	96939	96939	2
2005	4	1636	Yearling	lake trout	Slate Island	63327	63327	3
2005	4	2040	Yearling	lake trout	Slate Island	38582	38582	2
2005	4	2043	Yearling	lake trout	Seneca Lake	91665	91665	4
2005	4	2043	Yearling	lake trout	Slate Island	55973	55973	2
2005	4	2140	Yearling	lake trout	Slate Island	66596	66596	2
2005	4	2146	Yearling	lake trout	Slate Island	55753	55753	2
2005	4	2246	Yearling	lake trout	Slate Island	34484	34484	2
2005	4	2333	Yearling	lake trout	Slate Island	82672	82672	2
2005	4	2730	Yearling	lake trout	Slate Island	125046	125046	3
2005	5	0430	Yearling	lake trout	Iroquois Bay	10484	10484	2
2005	5	0521	Yearling	lake trout	Big Sound	18568	18568	3
2005	5	0521	Yearling	lake trout	Iroquois Bay	18764	18764	3
2005	5	0625	Yearling	lake trout	Big Sound	266	266	1
2005	5	0625	Yearling	lake trout	Iroquois Bay	469	469	1
2005	5	0628	Yearling	lake trout	Iroquois Bay	11414	11414	1
2005	5	0730	Yearling	lake trout	Michipicoten	116	116	1
2005	5	0927	Yearling	lake trout	Lake Manitou	11794	11794	2
2005	5	0933	Yearling	lake trout	Michipicoten	5407	5407	1
2005	5	0935	Yearling	lake trout	Michipicoten	8651	8651	2
2005	5	1026	Yearling	lake trout	Michipicoten	5639	5639	1
2005	5	1031	Yearling	lake trout	Michipicoten	10737	10737	2
2005	5	1246	Yearling	lake trout	Big Sound	10739	10739	1
2005	5	1330	Fingerling	lake trout	Michipicoten	18641	7456	1
2005	5	1331	Yearling	lake trout	Michipicoten	31521	31521	1
2005	5	1349	Yearling	lake trout	Big Sound	5355	5355	1
2005	5	1535	Fingerling	lake trout	Slate Island	10123	4049	1
2005	5	1535	Yearling	lake trout	Slate Island	10781	10781	1
2005	5	1636	Yearling	lake trout	Slate Island	9873	9873	1
2005	5	1939	Fingerling	lake trout	Slate Island	9835	3934	1
2005	5	2040	Yearling	lake trout	Slate Island	10408	10408	1
2005	5	2043	Yearling	lake trout	Seneca Lake	21539	21539	1
2005	5	2139	Adult	lake trout	Big Sound	172	172	1
2005	5	2246	Fingerling	lake trout	Slate Island	10306	4122	1
2005	5	2246	Yearling	lake trout	Slate Island	10493	10493	1
2005	5	2631	Yearling	lake trout	Slate Island	25429	25429	1
2005	5	2730	Yearling	lake trout	Slate Island	25479	25479	1
2006	0	0330	Fingerling	walleye	Wild	16000	6400	1
2006	0	0432	Fry	walleye	Lake Manitou	1000000	20000	1
2006	0	0628	Fingerling	walleye	Wild	82500	33000	1
2006	0	0729	Fingerling	walleye	Wild	8500	3400	1
2006	0	1551	Fry	walleye	Wild	257	5	1
2006	0	1736	Fingerling	rainbow trout	Wild	5540	2216	1
2006	0	1736	Yearling	brown trout	Ganaraska River	2700	2700	1
2006	0	1835	Yearling	brown trout	Ganaraska River	2658	2658	1
2006	0	1937	Fingerling	brown trout	Ganaraska River	26167	10467	1
2006	0	1937	Fingerling	rainbow trout	Wild	5000	2000	2
2006	0	2139	Fingerling	rainbow trout	Wild	21400	8560	1
2006	0	2139	Yearling	brown trout	Ganaraska River	60000	60000	1
2006	0	2143	Fingerling	brown trout	Ganaraska River	36700	14680	1
2006	0	2234	Fry	rainbow trout	Wild	27000	540	4
2006	0	2234	Yearling	brown trout	Ganaraska River	7962	7962	3
2006	0	2245	Fingerling	brown trout	Ganaraska River	36567	14627	1
2006	0	2245	Fry	rainbow trout	Wild	110000	2200	1
2006	0	2248	Fingerling	brown trout	Ganaraska River	36245	14498	1
2006	0	2333	Yearling	brown trout	Ganaraska River	9401	9401	3
2006	0	2334	Yearling	brown trout	Ganaraska River	200	200	1
2006	0	2432	Yearling	brown trout	Ganaraska River	12826	12826	7
2006	0	2531	Yearling	brown trout	Ganaraska River	9223	9223	5
2006	0	2531	Yearling	rainbow trout	Unknown	300	300	1
2006	0	2631	Yearling	brown trout	Ganaraska River	6817	6817	3
2006	0	2829	Yearling	brown trout	Ganaraska River	10692	10692	4
2006	0	3030	Fingerling	rainbow trout	Wild	29000	11600	4
2006	0	3230	Fingerling	rainbow trout	Wild	87400	34960	8
2006	0	3330	Fry	rainbow trout	Wild	35000	700	2
2006	0	3430	Fry	rainbow trout	Wild	35000	700	2
2006	0	4022	Adult	brown trout	Ganaraska River	27	27	1
2006	0	4022	Adult	rainbow trout	Unknown	60	60	1
2006	0	4022	Fingerling	brown trout	Ganaraska River	2125	850	1
2006	1	1952	Yearling	brown trout	Ganaraska River	4449	4449	1
2006	1	2053	Yearling	brown trout	Ganaraska River	4355	4355	1
2006	1	2054	Yearling	brown trout	Ganaraska River	5021	5021	2
2006	1	2234	Yearling	rainbow trout	Wild	4500	4500	1
2006	1	2250	Yearling	brown trout	Ganaraska River	5003	5003	1
2006	2	0331	Yearling	lake trout	Iroquois Bay	3105	3105	1
2006	2	0430	Yearling	lake trout	Iroquois Bay	49671	49671	3
2006	2	0430	Yearling	walleye	Lake Manitou	22602	22602	1
2006	2	0521	Yearling	lake trout	Big Sound	85580	85580	2
2006	2	0521	Yearling	lake trout	Iroquois Bay	87539	87539	2
2006	2	0628	Yearling	lake trout	Iroquois Bay	84913	84913	5
2006	2	0729	Yearling	lake trout	Iroquois Bay	2600	2600	1
2006	2	0927	Yearling	lake trout	Lake Manitou	4503	4503	2
2006	2	0933	Yearling	lake trout	Michipicoten	85188	85188	1
2006	2	0935	Yearling	lake trout	Michipicoten	136302	136302	2
2006	2	1636	Yearling	lake trout	Slate Island	49532	49532	1
2006	2	1736	Yearling	lake trout	Slate Island	32740	32740	1
2006	2	1749	Yearling	lake trout	Big Sound	56062	56062	2
2006	2	1750	Yearling	lake trout	Big Sound	58742	58742	2
2006	2	1848	Yearling	lake trout	Big Sound	26517	26517	1
2006	2	1849	Yearling	lake trout	Big Sound	70128	70128	3
2006	2	1939	Adult	lake trout	Slate Island	1120	1120	1
2006	2	1949	Yearling	lake trout	Big Sound	159059	159059	4
2006	2	2043	Yearling	lake trout	Big Sound	99428	99428	2
2006	2	2043	Yearling	lake trout	Seneca Lake	102413	102413	2
2006	2	2333	Yearling	lake trout	Slate Island	52849	52849	2
2006	2	2631	Yearling	lake trout	Slate Island	156005	156005	6
2006	3	1937	Fingerling	rainbow trout	Wild	3000	1200	2
2006	3	1937	Yearling	rainbow trout	Wild	3800	3800	2
2006	3	2234	Yearling	rainbow trout	Wild	6700	6700	2
2006	4	1937	Yearling	rainbow trout	Wild	20000	20000	2
2006	4	2234	Yearling	rainbow trout	Wild	26324	26324	8
2006	5	0430	Yearling	lake trout	Iroquois Bay	8266	8266	3
2006	5	0513	Fingerling	chinook salmon	Wild	50000	20000	1
2006	5	0521	Fingerling	chinook salmon	Wild	50000	20000	1
2006	5	0521	Yearling	lake trout	Big Sound	18254	18254	2
2006	5	0521	Yearling	lake trout	Iroquois Bay	20108	20108	2
2006	5	0628	Yearling	lake trout	Iroquois Bay	11050	11050	1
2006	5	0927	Yearling	lake trout	Lake Manitou	4687	4687	2
2006	5	0933	Yearling	lake trout	Michipicoten	7404	7404	1
2006	5	0935	Yearling	lake trout	Michipicoten	11846	11846	2
2006	5	1349	Yearling	lake trout	Big Sound	5042	5042	1
2006	5	1636	Yearling	lake trout	Slate Island	10215	10215	1
2006	5	1749	Yearling	lake trout	Big Sound	16908	16908	1
2006	5	1835	Fingerling	chinook salmon	Wild	11380	4552	1
2006	5	1849	Yearling	lake trout	Big Sound	26027	26027	2
2006	5	2040	Adult	lake trout	Big Sound	941	941	4
2006	5	2043	Yearling	lake trout	Big Sound	10113	10113	1
2006	5	2043	Yearling	lake trout	Seneca Lake	10269	10269	1
2006	5	2139	Adult	lake trout	Big Sound	177	177	1
2006	5	2139	Adult	lake trout	Iroquois Bay	681	681	2
2006	5	2139	Adult	lake trout	Seneca Lake	936	936	3
2006	5	2139	Adult	lake trout	Slate Island	637	637	1
2006	5	2139	Fingerling	chinook salmon	Wild	48745	19498	1
2006	5	2139	Sub-adult	lake trout	Slate Island	638	638	1
2006	5	2234	Fingerling	chinook salmon	Wild	18954	7582	1
2006	5	2631	Fingerling	chinook salmon	Wild	15425	6170	1
2006	5	2631	Yearling	lake trout	Slate Island	52316	52316	3
2006	5	3926	Fingerling	chinook salmon	Wild	20600	8240	1
2006	5	4022	Fingerling	chinook salmon	Wild	17487	6995	1
2007	0	0628	Fingerling	walleye	Wild	66000	26400	1
2007	0	1551	Fry	walleye	Moon River	612	12	1
2007	0	1835	Yearling	brown trout	Ganaraska River	6121	6121	2
2007	0	1852	Fingerling	muskellunge	Wild	49	20	1
2007	0	1937	Fingerling	brown trout	Ganaraska River	26591	10636	1
2007	0	1954	Fingerling	muskellunge	Wild	127	51	2
2007	0	2135	Fingerling	rainbow trout	Wild	20000	8000	2
2007	0	2139	Fingerling	brown trout	Ganaraska River	96667	38667	1
2007	0	2234	Fingerling	rainbow trout	Wild	167280	66912	13
2007	0	2234	Fry	rainbow trout	Wild	8900	178	1
2007	0	2234	Yearling	brown trout	Ganaraska River	9000	9000	2
2007	0	2245	Fingerling	rainbow trout	Wild	169800	67920	5
2007	0	2247	Fingerling	brown trout	Ganaraska River	36750	14700	1
2007	0	2247	Yearling	brown trout	Ganaraska River	36750	36750	1
2007	0	2248	Fingerling	brown trout	Ganaraska River	36750	14700	1
2007	0	2248	Yearling	brown trout	Ganaraska River	36750	36750	1
2007	0	2333	Yearling	brown trout	Ganaraska River	3000	3000	1
2007	0	2432	Yearling	brown trout	Ganaraska River	12000	12000	4
2007	0	2531	Yearling	brown trout	Ganaraska River	9000	9000	2
2007	0	2631	Yearling	brown trout	Ganaraska River	5328	5328	2
2007	0	2729	Yearling	brown trout	Ganaraska River	9000	9000	3
2007	0	2729	Yearling	rainbow trout	Ganaraska River	3000	3000	1
2007	0	2829	Yearling	brown trout	Ganaraska River	12000	12000	3
2007	0	3030	Fingerling	rainbow trout	Wild	29000	11600	4
2007	0	3230	Fingerling	rainbow trout	Wild	108000	43200	11
2007	0	3330	Fry	rainbow trout	Wild	22000	440	2
2007	0	3430	Fry	rainbow trout	Wild	54000	1080	5
2007	0	3828	Fingerling	rainbow trout	Ganaraska River	1701	680	1
2007	0	3828	Yearling	brown trout	Ganaraska River	5007	5007	1
2007	0	3925	Yearling	brown trout	Ganaraska River	5288	5288	1
2007	0	3926	Fingerling	rainbow trout	Ganaraska River	3448	1379	1
2007	0	4022	Adult	brown trout	Ganaraska River	46	46	2
2007	0	4022	Adult	rainbow trout	Unknown	193	193	2
2007	0	4022	Fingerling	rainbow trout	Ganaraska River	6764	2705	2
2007	0	4022	Yearling	brown trout	Ganaraska River	15196	15196	1
2007	14	0331	Yearling	lake trout	Iroquois Bay	2994	2994	1
2007	14	0430	Yearling	lake trout	Iroquois Bay	44700	44700	7
2007	14	0521	Yearling	lake trout	Big Sound	70743	70743	1
2007	14	0521	Yearling	lake trout	Iroquois Bay	65839	65839	6
2007	14	0625	Yearling	lake trout	Big Sound	12323	12323	1
2007	14	0625	Yearling	lake trout	Iroquois Bay	14964	14964	3
2007	14	0729	Yearling	lake trout	Iroquois Bay	92435	92435	5
2007	14	0828	Yearling	lake trout	Lake Manitou	6900	6900	2
2007	14	0934	Yearling	lake trout	Michipicoten	72964	72964	1
2007	14	0935	Yearling	lake trout	Michipicoten	61822	61822	2
2007	14	1129	Yearling	lake trout	Michipicoten	72462	72462	1
2007	14	1331	Yearling	lake trout	Michipicoten	263155	263155	5
2007	14	1535	Yearling	lake trout	Slate Island	92825	92825	2
2007	14	1636	Yearling	lake trout	Slate Island	37837	37837	1
2007	14	1736	Yearling	lake trout	Slate Island	31309	31309	2
2007	14	1749	Yearling	lake trout	Big Sound	166492	166492	6
2007	14	1849	Yearling	lake trout	Big Sound	166829	166829	6
2007	14	1850	Yearling	lake trout	Big Sound	39122	39122	1
2007	14	1939	Yearling	lake trout	Slate Island	97202	97202	2
2007	14	1949	Yearling	lake trout	Big Sound	35675	35675	1
2007	14	2041	Yearling	lake trout	Seneca Lake	73552	73552	1
2007	14	2042	Yearling	lake trout	Big Sound	48924	48924	1
2007	14	2043	Yearling	lake trout	Big Sound	31942	31942	1
2007	14	2043	Yearling	lake trout	Seneca Lake	16344	16344	1
2007	14	2146	Yearling	lake trout	Slate Island	16213	16213	1
2007	14	2246	Yearling	lake trout	Slate Island	81829	81829	3
2007	14	2631	Yearling	lake trout	Slate Island	215240	215240	5
2007	14	2730	Yearling	lake trout	Slate Island	31732	31732	1
2007	2	0431	Fingerling	walleye	Lake Manitou	722	289	1
2007	3	0105	Fingerling	lake trout	Big Sound	18909	7564	1
2007	3	1937	Fingerling	rainbow trout	Wild	2500	1000	1
2007	3	1937	Yearling	rainbow trout	Wild	19400	19400	4
2007	3	1952	Yearling	brown trout	Ganaraska River	10269	10269	1
2007	3	2053	Yearling	brown trout	Ganaraska River	5007	5007	1
2007	3	2054	Yearling	brown trout	Ganaraska River	5053	5053	2
2007	3	2139	Fingerling	rainbow trout	Wild	49805	19922	2
2007	3	2234	Yearling	rainbow trout	Wild	69479	69479	10
2007	3	2250	Yearling	brown trout	Ganaraska River	4939	4939	1
2007	4	0331	Fingerling	walleye	Lake Manitou	2094	838	1
2007	4	0429	Fingerling	walleye	Lake Manitou	2665	1066	3
2007	4	0430	Fingerling	walleye	Lake Manitou	722	289	1
2007	4	0431	Fingerling	walleye	Lake Manitou	722	289	1
2007	4	0432	Fingerling	walleye	Lake Manitou	722	289	1
2007	5	0430	Adult	lake trout	Iroquois Bay	201	201	1
2007	5	0430	Yearling	lake trout	Iroquois Bay	10683	10683	2
2007	5	0513	Fingerling	chinook salmon	Wild	15000	6000	1
2007	5	0521	Fingerling	chinook salmon	Wild	50000	20000	1
2007	5	0521	Yearling	lake trout	Big Sound	19953	19953	1
2007	5	0521	Yearling	lake trout	Iroquois Bay	16462	16462	6
2007	5	0625	Yearling	lake trout	Big Sound	3476	3476	1
2007	5	0625	Yearling	lake trout	Iroquois Bay	3741	3741	3
2007	5	0729	Yearling	lake trout	Iroquois Bay	10620	10620	1
2007	5	0828	Yearling	lake trout	Lake Manitou	4996	4996	2
2007	5	0934	Yearling	lake trout	Michipicoten	13671	13671	1
2007	5	0935	Yearling	lake trout	Michipicoten	11499	11499	2
2007	5	1129	Yearling	lake trout	Michipicoten	13557	13557	1
2007	5	1331	Yearling	lake trout	Michipicoten	23128	23128	1
2007	5	1349	Yearling	lake trout	Big Sound	5148	5148	1
2007	5	1535	Yearling	lake trout	Slate Island	11093	11093	1
2007	5	1736	Yearling	lake trout	Slate Island	10766	10766	1
2007	5	1749	Yearling	lake trout	Big Sound	23683	23683	1
2007	5	1835	Fingerling	chinook salmon	Wild	10500	4200	1
2007	5	1849	Yearling	lake trout	Big Sound	17257	17257	1
2007	5	1939	Yearling	lake trout	Slate Island	10818	10818	1
2007	5	2042	Yearling	lake trout	Big Sound	10105	10105	1
2007	5	2043	Yearling	lake trout	Seneca Lake	10494	10494	1
2007	5	2139	Fingerling	chinook salmon	Wild	71276	28510	1
2007	5	2146	Yearling	lake trout	Slate Island	10820	10820	1
2007	5	2234	Fingerling	chinook salmon	Wild	50500	20200	2
2007	5	2631	Fingerling	chinook salmon	Wild	25100	10040	1
2007	5	2729	Yearling	lake trout	Slate Island	17041	17041	1
2007	5	2730	Yearling	lake trout	Slate Island	17252	17252	1
2007	5	3828	Fingerling	chinook salmon	Wild	9640	3856	1
2007	5	3926	Fingerling	chinook salmon	Wild	23870	9548	1
2007	5	4024	Fingerling	chinook salmon	Wild	11344	4538	1
2008	0	0330	Fingerling	walleye	Lake Manitou	43000	17200	1
2008	0	0528	Fingerling	walleye	Lake Manitou	191280	76512	1
2008	0	0628	Fingerling	walleye	Lake Manitou	60800	24320	1
2008	0	1551	Fingerling	muskellunge	Wild	126	50	2
2008	0	1736	Fingerling	rainbow trout	Wild	6000	2400	1
2008	0	1736	Yearling	brown trout	Ganaraska River	2500	2500	1
2008	0	1835	Yearling	brown trout	Ganaraska River	5600	5600	2
2008	0	1937	Yearling	brown trout	Ganaraska River	22236	22236	1
2008	0	2135	Fry	rainbow trout	Wild	21360	427	2
2008	0	2139	Fingerling	rainbow trout	Wild	28500	11400	1
2008	0	2140	Yearling	brown trout	Ganaraska River	76587	76587	1
2008	0	2144	Fingerling	brown trout	Ganaraska River	30000	12000	1
2008	0	2234	Fry	rainbow trout	Wild	75870	1517	10
2008	0	2234	Yearling	brown trout	Ganaraska River	5600	5600	2
2008	0	2245	Fry	rainbow trout	Wild	150000	3000	7
2008	0	2246	Fingerling	brown trout	Ganaraska River	30000	12000	1
2008	0	2248	Fingerling	brown trout	Ganaraska River	30000	12000	1
2008	0	2432	Yearling	brown trout	Ganaraska River	8400	8400	3
2008	0	2531	Yearling	brown trout	Ganaraska River	5600	5600	2
2008	0	2631	Yearling	brown trout	Ganaraska River	9659	9659	3
2008	0	2729	Yearling	brown trout	Ganaraska River	2800	2800	1
2008	0	2730	Yearling	brown trout	Ganaraska River	2800	2800	1
2008	0	2829	Yearling	brown trout	Ganaraska River	8400	8400	3
2008	0	3030	Fingerling	rainbow trout	Wild	30000	12000	2
2008	0	3230	Fingerling	rainbow trout	Wild	117000	46800	8
2008	0	3330	Fry	rainbow trout	Wild	19000	380	2
2008	0	3430	Fry	rainbow trout	Wild	46000	920	5
2008	0	3828	Yearling	brown trout	Ganaraska River	6560	6560	1
2008	0	3828	Yearling	rainbow trout	Ganaraska River	4478	4478	1
2008	0	3925	Yearling	rainbow trout	Ganaraska River	5225	5225	1
2008	0	4022	Adult	brown trout	Ganaraska River	15	15	1
2008	0	4022	Adult	rainbow trout	Domestic/Aquaculture	105	105	1
2008	0	4022	Adult	rainbow trout	Ganaraska River	100	100	1
2008	0	4022	Yearling	brown trout	Ganaraska River	10371	10371	1
2008	0	4022	Yearling	rainbow trout	Ganaraska River	5340	5340	1
2008	0	4024	Yearling	rainbow trout	Ganaraska River	3618	3618	1
2008	3	0331	Yearling	lake trout	Iroquois Bay	3058	3058	1
2008	3	0430	Yearling	lake trout	Iroquois Bay	34773	34773	6
2008	3	0521	Yearling	lake trout	Big Sound	90446	90446	1
2008	3	0521	Yearling	lake trout	Iroquois Bay	93272	93272	1
2008	3	0729	Yearling	lake trout	Iroquois Bay	68953	68953	4
2008	3	0828	Yearling	lake trout	Lake Manitou	4822	4822	1
2008	3	0835	Yearling	lake trout	Michipicoten	38968	38968	1
2008	3	0933	Yearling	lake trout	Michipicoten	44927	44927	1
2008	3	0935	Yearling	lake trout	Michipicoten	90586	90586	2
2008	3	1331	Yearling	lake trout	Michipicoten	307152	307152	10
2008	3	1535	Yearling	lake trout	Slate Island	84745	84745	3
2008	3	1736	Yearling	lake trout	Slate Island	86322	86322	4
2008	3	1749	Yearling	lake trout	Big Sound	167179	167179	5
2008	3	1750	Yearling	lake trout	Big Sound	234916	234916	9
2008	3	1849	Yearling	lake trout	Big Sound	90232	90232	3
2008	3	1937	Yearling	rainbow trout	Wild	31500	31500	4
2008	3	1939	Yearling	lake trout	Slate Island	55250	55250	2
2008	3	1949	Yearling	lake trout	Big Sound	38864	38864	1
2008	3	2043	Yearling	lake trout	Big Sound	77292	77292	3
2008	3	2043	Yearling	lake trout	Seneca Lake	102413	102413	5
2008	3	2139	Yearling	rainbow trout	Wild	27934	27934	2
2008	3	2234	Yearling	rainbow trout	Wild	55282	55282	10
2008	3	2246	Yearling	lake trout	Slate Island	48819	48819	2
2008	3	2247	Yearling	lake trout	Slate Island	35119	35119	2
2008	3	2631	Yearling	lake trout	Slate Island	182575	182575	6
2008	5	0430	Yearling	lake trout	Iroquois Bay	6199	6199	5
2008	5	0513	Fingerling	chinook salmon	Wild	50000	20000	1
2008	5	0521	Fingerling	chinook salmon	Wild	50000	20000	1
2008	5	0521	Yearling	lake trout	Big Sound	9938	9938	1
2008	5	0521	Yearling	lake trout	Iroquois Bay	10942	10942	1
2008	5	0729	Yearling	lake trout	Iroquois Bay	10226	10226	1
2008	5	0828	Yearling	lake trout	Lake Manitou	4822	4822	1
2008	5	0835	Yearling	lake trout	Michipicoten	3620	3620	1
2008	5	0933	Yearling	lake trout	Michipicoten	4174	4174	1
2008	5	0935	Yearling	lake trout	Michipicoten	8416	8416	2
2008	5	1331	Yearling	lake trout	Michipicoten	19613	19613	1
2008	5	1349	Yearling	lake trout	Big Sound	5128	5128	1
2008	5	1535	Yearling	lake trout	Slate Island	10055	10055	1
2008	5	1736	Yearling	lake trout	Slate Island	8117	8117	1
2008	5	1750	Yearling	lake trout	Big Sound	10108	10108	1
2008	5	1835	Fingerling	chinook salmon	Wild	9545	3818	1
2008	5	1849	Yearling	lake trout	Big Sound	30310	30310	1
2008	5	1939	Yearling	lake trout	Slate Island	9514	9514	1
2008	5	1952	Yearling	brown trout	Ganaraska River	10112	10112	1
2008	5	2043	Yearling	lake trout	Big Sound	10303	10303	1
2008	5	2043	Yearling	lake trout	Seneca Lake	10156	10156	1
2008	5	2053	Yearling	brown trout	Ganaraska River	5054	5054	1
2008	5	2054	Yearling	brown trout	Ganaraska River	10112	10112	2
2008	5	2135	Fingerling	chinook salmon	Wild	15043	6017	1
2008	5	2139	Fingerling	chinook salmon	Wild	87713	35085	2
2008	5	2234	Fingerling	chinook salmon	Wild	55605	22242	4
2008	5	2247	Yearling	lake trout	Slate Island	9807	9807	1
2008	5	2250	Yearling	brown trout	Ganaraska River	5308	5308	1
2008	5	2631	Fingerling	chinook salmon	Wild	19752	7901	1
2008	5	2631	Yearling	lake trout	Slate Island	29093	29093	1
2008	5	3828	Fingerling	chinook salmon	Wild	27254	10902	1
2008	5	3926	Fingerling	chinook salmon	Wild	53218	21287	1
2008	5	4022	Fingerling	chinook salmon	Wild	40513	16205	1
2009	0	0330	Fingerling	walleye	Wild	2500	1000	1
2009	0	0528	Fingerling	walleye	Lake Manitou	55000	22000	1
2009	0	1551	Fingerling	walleye	Moon River	5300	2120	1
2009	0	1551	Fry	walleye	Moon River	550000	11000	1
2009	0	1736	Yearling	brown trout	Ganaraska River	6400	6400	1
2009	0	1835	Yearling	brown trout	Ganaraska River	3200	3200	1
